Categoría,ID Producto,Costo estimado,ISBN,Título,Autor,Calificaciones,Unidades Restantes,Descuento,Precio Anterior,Precio Actual
"Estilos De Vida, Aficiones Y Ocio",55678262,20691.238095238,9788419642189,La Enciclopedia de los Sabores (Vol. 2),"Segnit, Niki",6,100+,50%dcto.,$ 188.901,$ 94.450
"Estilos De Vida, Aficiones Y Ocio",53420802,21011.158384615,9788412033458,Las Recetas de las Películas del Studio Ghibli,Minh-Tri Vo,65,17,55%dcto.,$ 213.135,$ 95.911
"Estilos De Vida, Aficiones Y Ocio",53693488,6407.7975,9789584298225,Cómo ser un Explorador del Mundo,Keri Smith,2,8,25%dcto.,$ 39.000,$ 29.250
"Estilos De Vida, Aficiones Y Ocio",34742293,19551.9975,9788499922973,El Arte de la Cocina Francesa / Mastering the Art of French Cooking,"Child, Julia ; Bertholle, Louisette ; Beck, Simone",73,18,25%dcto.,$ 119.000,$ 89.250
Ficción Y Temas Afines,55900262,10679.6625,9786287638358,En agosto nos vemos,Gabriel García Márquez,69,100+,25%dcto.,$ 65.000,$ 48.750
Ficción Y Temas Afines,30087392,9365.2425,9789587585339,Lo que no tiene nombre,Piedad Bonnett,84,100+,25%dcto.,$ 57.000,$ 42.750
Ficción Y Temas Afines,53085781,9693.8475,9789585118409,Cadaver Exquisito,Agustina Bazterrica,100,100+,25%dcto.,$ 59.000,$ 44.250
Ficción Y Temas Afines,62724405,8379.4275,9786289536225,Blackwater i. La Riada,Michael Mcdowell,2,100+,15%dcto.,$ 45.000,$ 38.250
Ficción Y Temas Afines,50596250,16265.9475,9789585404175,Tan Poca Vida,Hanya  Yanagihara,73,100+,25%dcto.,$ 99.000,$ 74.250
Ficción Y Temas Afines,54191489,11336.8725,9786280003214,Romper el Círculo,Colleen Hoover,104,100+,25%dcto.,$ 69.000,$ 51.750
Ficción Y Temas Afines,50315355,8050.8225,9789585654334,Las mujeres que aman demasiado,Robin Norwood,49,100+,25%dcto.,$ 49.000,$ 36.750
Ficción Y Temas Afines,56012429,12432.835896,9786287641587,Cien Años de Soledad,Gabriel García Márquez,18,2,15%dcto.,$ 66.768,$ 56.753
Ficción Y Temas Afines,53673295,12322.6875,9789584297969,Una Corte de Rosas y Espinas,Sarah J. Maas,48,31,25%dcto.,$ 75.000,$ 56.250
Ficción Y Temas Afines,54223546,10581.081,9789585531697,Érase una vez un Corazón Roto,Stephanie Garber,29,100+,30%dcto.,$ 69.000,$ 48.300
Ficción Y Temas Afines,30512286,9036.6375,9789584235701,La Ridicula Idea de no Volver a Verte,Rosa Montero,48,100+,25%dcto.,$ 55.000,$ 41.250
Ficción Y Temas Afines,54381987,4912.64475,9786287568693,A pesar de ti,Colleen Hoover,19,7,25%dcto.,$ 29.900,$ 22.425
Ficción Y Temas Afines,53673299,16265.9475,9789584297976,Una Corte de Niebla y Furia,Sarah J. Maas,60,59,25%dcto.,$ 99.000,$ 74.250
Ficción Y Temas Afines,62724409,8379.4275,9786289536232,Blackwater. El dique 2,Michael McDowell,1,100+,15%dcto.,$ 45.000,$ 38.250
Ficción Y Temas Afines,54972457,57341.5725,7709238130093,Estuche Harry Potter Pack 7 Libros,J. K. Rowling,266,100+,25%dcto.,$ 349.000,$ 261.750
Ficción Y Temas Afines,53698089,8872.335,9789585118966,Que Hacer con Estos Pedazos,Piedad Bonnett,58,100+,25%dcto.,$ 54.000,$ 40.500
Ficción Y Temas Afines,54899381,19497.23,9786287611924,El Perfume del rey,Karine Bernal Lobo,230,26,,,$ 89.000
Ficción Y Temas Afines,51941973,9036.6375,9789584280763,Pídeme lo que Quieras,Megan Maxwell,27,82,25%dcto.,$ 55.000,$ 41.250
Ficción Y Temas Afines,49197765,9693.8475,9789585433922,La verdad sobre el caso Harry Quebert,Dicker Joel,53,82,25%dcto.,$ 59.000,$ 44.250
Ficción Y Temas Afines,62165688,24939.152653846,9788408292678,Una Corte de Alas y Ruina. Edición Especial,Sarah J. Maas,5,100+,55%dcto.,$ 252.980,$ 113.841
Ficción Y Temas Afines,46796885,8872.335,9789588925295,Crimen y castigo,Fiódor M. Dostoyevski,66,53,25%dcto.,$ 54.000,$ 40.500
Ficción Y Temas Afines,57023651,24939.152653846,9788408290964,Una Corte de Niebla y Furia. Edición Especial,Sarah J. Maas,95,100+,55%dcto.,$ 252.980,$ 113.841
Ficción Y Temas Afines,46863370,6407.7975,9789588886176,Crónica de una muerte anunciada,Gabriel García Márquez,58,96,25%dcto.,$ 39.000,$ 29.250
Ficción Y Temas Afines,62024407,24927.213461538,9788408292661,Pecados 2. Rey de la Soberbia. Edición Especial,Ana Huang,12,100+,55%dcto.,$ 252.859,$ 113.787
Ficción Y Temas Afines,51995712,9693.8475,9789584281623,Que Viva la Música!,Andrés Caicedo,26,39,25%dcto.,$ 59.000,$ 44.250
Ficción Y Temas Afines,54112610,6703.542,9788416622788,El día que dejó de nevar en Alaska,Alice Kellen,26,72,15%dcto.,$ 36.000,$ 30.600
Ficción Y Temas Afines,53673302,16265.9475,9789584297983,Una Corte de Alas y Ruina,Sarah J. Maas,51,100+,25%dcto.,$ 99.000,$ 74.250
Ficción Y Temas Afines,52837091,7722.2175,9789585234055,Harry Potter y la cámara secreta  (Harry Potter 2),J. K. Rowling,99,34,25%dcto.,$ 47.000,$ 35.250
Ficción Y Temas Afines,46863368,7722.2175,9789588886152,El amor en los tiempos del cólera,Gabriel García Márquez,112,61,25%dcto.,$ 47.000,$ 35.250
Ficción Y Temas Afines,62059002,28260.03,9786073916257,Alas de Hierro: Edición Coleccionista Enriquecida y Limitada / Iron Flame,Rebecca Yarros,Calificaciones no disponibles,100+,,,$ 129.000
Ficción Y Temas Afines,55696322,6133.96,9786289584202,1984,George Orwell,19,11,30%dcto.,$ 40.000,$ 28.000
Ficción Y Temas Afines,54391698,7722.2175,9786287539211,"CABEZA, CORAZON Y MANOS",Álvaro González Alorda,10,100+,25%dcto.,$ 47.000,$ 35.250
Ficción Y Temas Afines,47420583,7557.915,9789588940526,Las intermitencias de la muerte,José Saramago,51,11,25%dcto.,$ 46.000,$ 34.500
Ficción Y Temas Afines,54188536,12322.6875,9786280003122,Cuando no Queden mas Estrellas que Contar,María Martínez,21,84,25%dcto.,$ 75.000,$ 56.250
Ficción Y Temas Afines,47601851,10723.69557,9789589016312,Misery,Stephen King,118,2,,,$ 48.951
Ficción Y Temas Afines,42069685,8050.8225,9789588789774,El resplandor,Stephen King,122,48,25%dcto.,$ 49.000,$ 36.750
Ficción Y Temas Afines,54063655,10679.6625,9789585155480,Lascivia (Libro 1) (Pecados placenteros 1),Eva Muñoz,84,100+,25%dcto.,$ 65.000,$ 48.750
Ficción Y Temas Afines,54072605,9036.6375,9789585127579,El gato que amaba los libros,Sosuke Natsukawa,28,67,25%dcto.,$ 55.000,$ 41.250
Ficción Y Temas Afines,52879288,3605.67313,9789587232042,El Extranjero,Albert Camus,56,29,18%dcto.,$ 20.000,$ 16.459
Ficción Y Temas Afines,40794805,10679.6625,9789584238597,La Insoportable Levedad del ser,Milan Kundera,123,84,25%dcto.,$ 65.000,$ 48.750
Ficción Y Temas Afines,48104271,8872.335,9789588979137,La Cuadra,"Mesa, Gilmer",29,100+,25%dcto.,$ 54.000,$ 40.500
Ficción Y Temas Afines,54217815,4912.64475,9786280003658,Tú y yo Invencibles,Alice Kellen,25,100+,25%dcto.,$ 29.900,$ 22.425
Ficción Y Temas Afines,53332964,22838.0475,9789585581616,Cien años de soledad (edición ilustrada),Gabriel García Márquez,90,100+,25%dcto.,$ 139.000,$ 104.250
Ficción Y Temas Afines,40794821,11336.8725,9789584238870,Tokio Blues,Haruki Murakami,61,100+,25%dcto.,$ 69.000,$ 51.750
Ficción Y Temas Afines,55725609,36723.135461538,9788419599216,Orgullo y Prejuicio (colección Jardín Secreto),"Austen, Jane; Bastin, Marjolein",136,39,55%dcto.,$ 372.515,$ 167.632
Ficción Y Temas Afines,54134824,10679.6625,9789585155510,Lascivia. Libro 2 (Pecados placenteros 1),Eva Muñoz,90,55,25%dcto.,$ 65.000,$ 48.750
Ficción Y Temas Afines,52837089,8050.8225,9789585234062,Harry Potter y el prisionero de Azkaban  (Harry Potter 3),J. K. Rowling,82,100+,25%dcto.,$ 49.000,$ 36.750
Ficción Y Temas Afines,57366263,15865.3665,9788410138407,La Biblioteca de la Medianoche (Bolsillo),Matt Haig,13,74,55%dcto.,$ 160.937,$ 72.421
Ficción Y Temas Afines,52327076,5750.5875,9789584284075,Pura Pasión,Annie Ernaux,27,100+,25%dcto.,$ 35.000,$ 26.250
Ficción Y Temas Afines,55892993,23136.334615385,9788408285298,Una Corte de Rosas y Espinas. Edicion Especial,Sarah J. Maas,226,100+,55%dcto.,$ 234.692,$ 105.612
Filosofía Y Religión,51407253,7393.6125,9789585454668,Conversaciones con Dios 1. Un Diálogo Singular,Neale Donald Walsch,129,100+,25%dcto.,$ 45.000,$ 33.750
Filosofía Y Religión,48934676,4912.64475,9789589219201,Meditaciones,Marco Aurelio,85,100+,25%dcto.,$ 29.900,$ 22.425
Filosofía Y Religión,4281564,21538.9624,9788478087525,El Plan de Tu Alma: Ahora Puedes Descubrir el Verdadero Significado de la Vida Que Planeaste Antes de Nacer = Your Soul's Plan,"Schwartz, Robert",90,9,20%dcto.,$ 122.900,$ 98.320
Filosofía Y Religión,50831433,19551.9975,9786075276915,Las 48 leyes del poder,Robert Greene,148,70,15%dcto.,$ 105.000,$ 89.250
Filosofía Y Religión,49041101,5241.24975,9780789923745,LIBRO - LOS CINCO LENGUAJES DEL AMOR   - De Bolsillo,"Chapman, Gary",66,73,25%dcto.,$ 31.900,$ 23.925
Filosofía Y Religión,58775984,10241.5225,9789586658140,La sociedad del cansancio,Han Byung-Chul,3,51,15%dcto.,$ 55.000,$ 46.750
Filosofía Y Religión,51994960,22158.9305,9781883360856,Un Curso de Milagros,Foundation for Inner Peace,166,100+,15%dcto.,$ 119.000,$ 101.150
Filosofía Y Religión,2099876,14611.751307692,9788478085897,Pon al Cielo a Trabajar,Jean Slatter,105,100+,55%dcto.,$ 148.220,$ 66.699
Filosofía Y Religión,53552036,6407.7975,9789585165083,Lecciones de estoicismo,John Sellars,47,34,25%dcto.,$ 39.000,$ 29.250
Filosofía Y Religión,53109960,12322.6875,9789585245518,Persépolis,Marjane Satrapi,18,100+,25%dcto.,$ 75.000,$ 56.250
Filosofía Y Religión,42164789,21543.215833333,9788494248214,Dejar IR,"Hawkins, David",55,85,50%dcto.,$ 196.679,$ 98.339
Filosofía Y Religión,56018944,7169.06575,9786289577754,Meditaciones,Marco Aurelio,6,44,15%dcto.,$ 38.500,$ 32.725
Filosofía Y Religión,53698104,8543.73,9789585309050,Las casualidades no existen,Borja Vilaseca,33,73,25%dcto.,$ 52.000,$ 39.000
Filosofía Y Religión,53384994,13494.712,9789585531185,El Libro Tibetano de la Vida y de la Muerte,Dalai Lama,18,29,30%dcto.,$ 88.000,$ 61.600
Filosofía Y Religión,49174824,20927.584038462,9788469756003,Las Seis Puertas del Enemigo. Experiencias de un Exorcista,Javier Luzón Peña,85,100+,55%dcto.,$ 212.287,$ 95.529
Filosofía Y Religión,53598830,19018.157954545,9789585581685,El mito de Sísifo,Albert Camus,26,3,50%dcto.,$ 173.626,$ 86.813
Filosofía Y Religión,4615039,15877.31732,9788484453536,Despierta. Peligros y Posibilidades de la Realidad,Anthony De Mello,11,8,55%dcto.,$ 161.058,$ 72.476
Filosofía Y Religión,54036871,9365.2425,9789585121515,El libro negro de la brujería en Colombia,Esteban Cruz Niño,53,52,25%dcto.,$ 57.000,$ 42.750
Filosofía Y Religión,51674004,9814.336,9786075278377,Guía Rápida de las 48 Leyes del Poder,"Greene, Robert",11,56,30%dcto.,$ 64.000,$ 44.800
Filosofía Y Religión,51407252,7393.6125,9789585454675,Conversaciones con Dios 2,Neale Donald Walsch,37,83,25%dcto.,$ 45.000,$ 33.750
Filosofía Y Religión,46417282,22185.361,9788494279676,El Poder frente a la fuerza,David R. Hawkins,26,5,50%dcto.,$ 202.541,$ 101.271
Filosofía Y Religión,1093665,4748.34225,9780789910837,poder de la esposa que ora - bolsillo,"Omartian, Stormie",6,41,25%dcto.,$ 28.900,$ 21.675
Filosofía Y Religión,51673956,4748.34225,9780789924193,Los 5 Lenguajes del Amor Para Solteros,"Chapman, Gary",7,52,25%dcto.,$ 28.900,$ 21.675
Filosofía Y Religión,53682906,9814.336,9788417694432,El pequeño libro del estoicismo,"Salzgeber, Jonas",12,50,30%dcto.,$ 64.000,$ 44.800
Filosofía Y Religión,53110231,7722.2175,9789585581487,El Extranjero,Albert Camus,13,21,25%dcto.,$ 47.000,$ 35.250
Filosofía Y Religión,53660926,7229.31,9789585165106,No-cosas,Byung-Chul Han,35,56,25%dcto.,$ 44.000,$ 33.000
Filosofía Y Religión,53622121,6747.356,9789585531253,Pide y se te Dará,Esther Hicks,8,78,30%dcto.,$ 44.000,$ 30.800
Filosofía Y Religión,53579003,8543.73,9789584296672,LA BRUJA,Germán Castro Caycedo,8,24,25%dcto.,$ 52.000,$ 39.000
Filosofía Y Religión,49040913,11090.41875,9780789923738,Los 5 lenguajes del amor,"Chapman, Gary",24,41,25%dcto.,$ 67.500,$ 50.625
Filosofía Y Religión,51356605,13407.084,9781535924917,Revolución Sexual: Una Mirada Bíblica y Científica,"Núñez, Miguel ; Scheraldi, Catherine",4,49,15%dcto.,$ 72.000,$ 61.200
Filosofía Y Religión,54334069,5958.704,9789585393806,El Principe,Nicolás Maquiavelo,8,26,15%dcto.,$ 32.000,$ 27.200
Filosofía Y Religión,53325442,6498.71155,9788417244965,El Malestar en la Cultura,Sigmund Freud,4,35,15%dcto.,$ 34.900,$ 29.665
Filosofía Y Religión,50827436,13078.479,9781462791828,Un año con Dios,B&h Español Editorial,8,44,25%dcto.,$ 79.600,$ 59.700
Filosofía Y Religión,3658525,12790.555023256,9788421742082,El Hombre y sus Simbolos,C. G. Jung,24,100+,50%dcto.,$ 116.771,$ 58.386
Filosofía Y Religión,56159910,21330.308,9798891552791,Revelaciones: Los mensajes secretos y profecías escondidas de la Santísima Virgen María,Xavier Reyes-Ayral,23,4,50%dcto.,$ 194.735,$ 97.368
Filosofía Y Religión,1832969,4748.34225,9780789914095,Una Mujer Conforme al Corazon de Dios,"George, Elizabeth",13,100+,25%dcto.,$ 28.900,$ 21.675
Filosofía Y Religión,51995623,9036.6375,9789584282897,Dejad que los Niños Vengan a mí,Juan Pablo Barrientos,120,11,25%dcto.,$ 55.000,$ 41.250
Filosofía Y Religión,52363748,8182.2645,9781946707178,Amar es Para Valientes,"Arroyo, Itiel",23,21,25%dcto.,$ 49.800,$ 37.350
